genes	IDTranscript/RepeatID (cmd=analyzeRepeats.pl /home/labs/amit/eyald/bin/data/chicken_galGal5/gg5.ens90.P2000M.gtf none -d MP_16_chicken_1A.M MP_17_chicken_2A.M MP_18_chicken_3A.M -count exons -condenseGenes -strand + -raw)	chr	start	end	strand	Length	Copies	Annotation/Divergence	MP_16_chicken_1A.M (2734712.0 total)	MP_17_chicken_2A.M (2690336.0 total)	MP_18_chicken_3A.M (3577958.0 total)
ENSGALG00000042137	ENSGALT00000052909	chr26	2200895	2205200	-	1248.0	1	0.000	4.000	8.000	7.000
ENSGALG00000045623	ENSGALT00000090378	chrW	2055740	2496309	+	4036.0	1	0.000	0.000	1.000	0.000
GPR65	ENSGALT00000017244	chr5	42943760	42944791	+	1031.0	1	0.000	5.000	9.000	5.000
MBIP	ENSGALT00000016420	chr5	36561380	36576625	-	3486.0	1	0.000	62.000	34.000	59.000
VPS51	ENSGALT00000040323	chr5	1603572	1615033	-	5234.0	1	0.000	54.000	48.000	53.000
BAG3	ENSGALT00000088658	chr6	30302057	30321962	+	4250.0	1	0.000	366.000	303.000	1152.000
ENSGALG00000038396	ENSGALT00000081610	chr6	31367045	31374063	+	1807.0	1	0.000	0.000	0.000	0.000
HYDIN	ENSGALT00000003789	chr11	1604963	1708650	+	15088.0	1	0.000	2.000	1.000	4.000
ENSGALG00000042512	ENSGALT00000052127	chr3_NT_459568v1_random	96	2621	+	2362.0	1	0.000	0.000	0.000	0.000
ENSGALG00000025840	ENSGALT00000007054	chr5	997769	999012	+	1243.0	1	0.000	0.000	0.000	0.000
ENSGALG00000014902	ENSGALT00000024036	chr3	63370819	63395620	-	1500.0	1	0.000	6.000	6.000	10.000
ENSGALG00000029286	ENSGALT00000058202	chr4	74906278	74907380	+	1065.0	1	0.000	0.000	0.000	0.000
THSD7A	ENSGALT00000017442	chr2	26315033	26511754	-	6895.0	1	0.000	0.000	1.000	1.000
IBSP	ENSGALT00000038126	chr4	45990272	45991492	-	822.0	1	0.000	0.000	0.000	0.000
TMPRSS12	ENSGALT00000080658	chr33	138368	143761	+	2867.0	1	0.000	2.000	1.000	1.000
ENSGALG00000044217	ENSGALT00000087944	chr18	6637890	6642102	-	1639.0	1	0.000	1.000	0.000	1.000
ENSGALG00000042236	ENSGALT00000055329	chr1_NT_456157v1_random	21	22443	+	6978.0	1	0.000	0.000	0.000	0.000
OTUD3	ENSGALT00000085384	chr21	4825726	4835712	+	3646.0	1	0.000	28.000	20.000	38.000
DSCR3	ENSGALT00000025863	chr1	107063968	107080263	-	1469.0	1	0.000	21.000	14.000	23.000
FAM114A1	ENSGALT00000022105	chr4	69919249	69950396	-	3949.0	1	0.000	31.000	22.000	33.000
ENSGALG00000034744	ENSGALT00000082575	chr1_NT_456094v1_random	37	4722	+	2590.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045279	ENSGALT00000084150	chrUn_NT_464161v1	19165	50099	+	3585.0	1	0.000	0.000	0.000	0.000
CCDC89	ENSGALT00000081090	chr1	190324655	190327658	-	2966.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034704	ENSGALT00000071077	chr3	88394230	88395215	-	720.0	1	0.000	8.000	4.000	4.000
ENSGALG00000035797	ENSGALT00000072301	chr13_NT_462207v1_random	11777	15602	+	2993.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040169	ENSGALT00000055379	chr17_NT_462611v1_random	1926	6333	-	1477.0	1	0.000	0.000	0.000	0.000
gga-mir-1812	ENSGALT00000042095	chr7	1272982	1275069	-	2087.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033372	ENSGALT00000079695	chrUn_NT_464123v1	45428	50645	-	2433.0	1	0.000	0.000	0.000	0.000
PECR	ENSGALT00000018735	chr7	23692788	23707145	+	3661.0	1	0.000	63.000	38.000	60.000
ENSGALG00000042212	ENSGALT00000049979	chrUn_NT_466469v1	638	15225	-	5261.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032669	ENSGALT00000074850	chrW_NT_463572v1_random	6157	6222	+	65.0	1	0.000	0.000	0.000	0.000
MAN1B1	ENSGALT00000077641	chr17	822820	841427	-	3352.0	1	0.000	23.000	26.000	33.000
C1orf109	ENSGALT00000088126	chr23	3665108	3668326	+	2638.0	1	0.000	104.000	113.000	112.000
gga-mir-449c	ENSGALT00000042191	chrZ	16704099	16704170	-	71.0	1	0.000	0.000	0.000	0.000
ENSGALG00000031678	ENSGALT00000054611	chr1_NT_457063v1_random	29	1898	-	1034.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044314	ENSGALT00000083965	chrUn_NT_466397v1	1449	5610	-	633.0	1	0.000	0.000	0.000	0.000
SFSWAP	ENSGALT00000003918	chr15	2791350	2832002	-	4309.0	1	0.000	532.000	443.000	550.000
ENSGALG00000030863	ENSGALT00000046776	chr10	806709	814538	+	2259.0	1	0.000	2.000	0.000	7.000
HECW1	ENSGALT00000057176	chr2	51429079	51660281	+	4984.0	1	0.000	0.000	0.000	1.000
ENSGALG00000036076	ENSGALT00000064380	chr1	132351892	132355287	+	1003.0	1	0.000	219.000	251.000	297.000
CXXC5	ENSGALT00000001298	chr13	1027565	1058195	+	3737.0	1	0.000	0.000	0.000	1.000
DDX51	ENSGALT00000052189	chr15	8137175	8147080	+	3849.0	1	0.000	91.000	67.000	96.000
ENSGALG00000034568	ENSGALT00000048111	chr10_NT_461735v1_random	15440	27148	-	4258.0	1	0.000	0.000	0.000	0.000
ENSGALG00000017282	ENSGALT00000027937	chr1	73456333	73476274	+	1518.0	1	0.000	105.000	111.000	134.000
ENSGALG00000045331	ENSGALT00000083412	chrZ	76494312	76726944	+	405.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030557	ENSGALT00000059105	chr1	161681381	161818838	-	634.0	1	0.000	1.000	1.000	0.000
CMIP	ENSGALT00000079712	chr11	15750288	15872668	+	4238.0	1	0.000	2517.000	2461.000	3075.000
ENSGALG00000039291	ENSGALT00000060251	chr2_NT_458370v1_random	4787	9096	+	2864.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044003	ENSGALT00000089508	chr27_NT_463334v1_random	44	11490	+	3420.0	1	0.000	0.000	0.000	0.000
ENSGALG00000009463	ENSGALT00000015407	chr5	28132603	28167871	+	928.0	1	0.000	1.000	2.000	2.000
SUSD1	ENSGALT00000063566	chrZ	66156522	66195789	+	4175.0	1	0.000	7.000	9.000	37.000
P2RY1	ENSGALT00000016864	chr9	23465258	23468933	-	3480.0	1	0.000	32.000	23.000	43.000
DYNC2LI1	ENSGALT00000016181	chr3	25263871	25286779	+	3557.0	1	0.000	15.000	14.000	16.000
CUL3	ENSGALT00000008191	chr9	8405073	8455900	-	2276.0	1	0.000	39.000	24.000	42.000
CDH20	ENSGALT00000048550	chr2	68852793	68872657	-	3306.0	1	0.000	0.000	1.000	0.000
gga-mir-1785	ENSGALT00000060882	chr11	18926659	18926760	-	101.0	1	0.000	0.000	0.000	0.000
KAT14	ENSGALT00000014169	chr3	15430199	15448710	-	4294.0	1	0.000	59.000	54.000	59.000
KNTC1	ENSGALT00000007191	chr15	5949198	5983021	+	8555.0	1	0.000	1.000	0.000	1.000
MSRA	ENSGALT00000084888	chr3	106883055	107145719	+	3318.0	1	0.000	46.000	33.000	37.000
AKAP5	ENSGALT00000019151	chr5	52995304	52999094	-	3419.0	1	0.000	0.000	0.000	1.000
ENSGALG00000031239	ENSGALT00000053772	chrUn_NT_474020v1	3009	6427	+	3028.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046536	ENSGALT00000083616	chr1_NT_456218v1_random	2250	3395	-	1145.0	1	0.000	0.000	0.000	0.000
BUB3	ENSGALT00000015757	chr6	31536706	31548248	+	1456.0	1	0.000	142.000	140.000	227.000
ENSGALG00000035325	ENSGALT00000055771	chrZ	9445622	9446599	+	789.0	1	0.000	175.000	353.000	333.000
ENSGALG00000046462	ENSGALT00000086993	chr24	746981	749020	-	400.0	1	0.000	0.000	0.000	0.000
PLCL2	ENSGALT00000018348	chr2	34592366	34685688	+	5584.0	1	0.000	75.000	70.000	128.000
ENSGALG00000035314	ENSGALT00000072112	chrUn_NT_473641v1	21	6447	+	3376.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046678	ENSGALT00000089460	chr1_NT_456107v1_random	11619	18234	-	1876.0	1	0.000	0.000	0.000	0.000
NIPSNAP2	ENSGALT00000083622	chr19	4827521	4843551	+	3983.0	1	0.000	224.000	254.000	291.000
ENSGALG00000043712	ENSGALT00000050627	chrUn_NT_478219v1	-1979	1911	-	3460.0	1	0.000	0.000	0.000	0.000
mage	ENSGALT00000047818	chrUn_NT_464176v1	32287	36585	+	2963.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040658	ENSGALT00000059370	chr27	4097144	4106102	+	2640.0	1	0.000	0.000	0.000	3.000
ZFAND6	ENSGALT00000010512	chr10	12580889	12614774	-	1691.0	1	0.000	71.000	63.000	88.000
gga-mir-460b	ENSGALT00000035328	chr4	2714081	2716170	+	2089.0	1	0.000	0.000	0.000	0.000
hairy1	ENSGALT00000003195	chr21	2797270	2801502	+	3493.0	1	0.000	10.000	31.000	36.000
NKX2-3	ENSGALT00000075120	chr6	22107291	22111384	-	3506.0	1	0.000	0.000	0.000	0.000
CUEDC2	ENSGALT00000056465	chr6	16981558	16994532	-	3469.0	1	0.000	74.000	63.000	88.000
gga-let-7f	ENSGALT00000028972	chr12	6092103	6092189	-	86.0	1	0.000	0.000	0.000	0.000
BEST3	ENSGALT00000016288	chr1	35534379	35550868	-	1993.0	1	0.000	0.000	0.000	0.000
IL2RG	ENSGALT00000040195	chr4	2404726	2407572	+	1579.0	1	0.000	2222.000	2315.000	3100.000
KCNG1	ENSGALT00000012958	chr20	13581041	13589206	+	2142.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040217	ENSGALT00000063897	chrZ	49028090	49028641	+	415.0	1	0.000	0.000	0.000	0.000
ENSGALG00000041186	ENSGALT00000060549	chrUn_NT_470781v1	21	6671	-	969.0	1	0.000	0.000	0.000	0.000
TOR3A	ENSGALT00000006703	chr8	6258254	6262709	-	1207.0	1	0.000	0.000	0.000	0.000
gga-mir-7449	ENSGALT00000065262	chr1	182377259	182377326	-	67.0	1	0.000	0.000	0.000	0.000
CNRIP1	ENSGALT00000014246	chr3	11329418	11335309	-	1904.0	1	0.000	20.000	34.000	44.000
SYDE1	ENSGALT00000065233	chrUn_NT_470929v1	21	6145	-	5406.0	1	0.000	0.000	0.000	0.000
CECR2	ENSGALT00000070397	chr1	61754954	61846850	+	4534.0	1	0.000	1.000	2.000	5.000
ENSGALG00000044884	ENSGALT00000085658	chrZ_NT_463837v1_random	7460	12731	+	3220.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034638	ENSGALT00000081967	chr1	164290080	164290146	-	66.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032007	ENSGALT00000048251	chr22_NT_463002v1_random	55	1664	-	1478.0	1	0.000	0.000	0.000	0.000
CYP26A1	ENSGALT00000051486	chr6	20553766	20558838	-	3910.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030515	ENSGALT00000065860	chr1	44841386	44860420	-	4222.0	1	0.000	144.000	155.000	216.000
ENSGALG00000044555	ENSGALT00000087403	chr16	285053	286748	-	602.0	1	0.000	0.000	0.000	0.000
ENSGALG00000045300	ENSGALT00000084755	chrZ	77713010	77768062	-	408.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042876	ENSGALT00000070434	chrUn_NT_464919v1	5509	9125	+	2686.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042530	ENSGALT00000070900	chr2	149032492	149032788	-	296.0	1	0.000	0.000	0.000	0.000
KCNQ3	ENSGALT00000071034	chr2	141519126	141705820	-	4499.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046342	ENSGALT00000086422	chrUn_NT_464226v1	12635	13836	+	801.0	1	0.000	0.000	0.000	0.000
ENSGALG00000043835	ENSGALT00000083847	chrUn_NT_466125v1	4997	8415	+	2500.0	1	0.000	0.000	0.000	0.000
VPS37B	ENSGALT00000005939	chr15	5272665	5284778	+	2845.0	1	0.000	14.000	18.000	19.000
ENSGALG00000013208	ENSGALT00000021577	chr4	61379847	61415721	-	6600.0	1	0.000	1.000	1.000	3.000
PBRM1	ENSGALT00000053460	chr12	719423	885114	-	5126.0	1	0.000	134.000	112.000	124.000
ENSGALG00000013168	ENSGALT00000021509	chr1	65318628	65322354	+	769.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036153	ENSGALT00000052619	chrUn_NT_471805v1	739	5842	-	3844.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046575	ENSGALT00000087588	chr6_NT_460888v1_random	4694	7282	+	2357.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046332	ENSGALT00000089291	chrUn_NT_474512v1	3180	6393	+	3108.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029209	ENSGALT00000065876	chrUn_NT_464159v1	31391	34819	-	3030.0	1	0.000	0.000	0.000	0.000
SCMH1	ENSGALT00000053469	chr23	1275212	1283882	+	3142.0	1	0.000	46.000	50.000	90.000
PAPD5	ENSGALT00000067822	chr11	6714534	6749412	-	2216.0	1	0.000	58.000	51.000	89.000
SEMA5B	ENSGALT00000019105	chr7	26698264	26882259	-	7524.0	1	0.000	0.000	2.000	0.000
ENSGALG00000029239	ENSGALT00000076723	chr2	79681759	79682773	-	769.0	1	0.000	0.000	0.000	0.000
ENSGALG00000046126	ENSGALT00000087021	chrUn_NT_464189v1	13524	18569	+	4755.0	1	0.000	0.000	0.000	0.000
CD38	ENSGALT00000083561	chr4	77172736	77193125	-	2179.0	1	0.000	9.000	6.000	1.000
PNRC1	ENSGALT00000025447	chr3	76102961	76105220	-	1718.0	1	0.000	11685.000	11019.000	15357.000
NUP93	ENSGALT00000074694	chr11	2106867	2172556	-	2571.0	1	0.000	99.000	85.000	95.000
XPNPEP3	ENSGALT00000019589	chr1	49925280	49940335	-	1954.0	1	0.000	36.000	24.000	35.000
gga-mir-1560	ENSGALT00000042239	chr11	18874320	18874423	-	103.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034825	ENSGALT00000048448	chr33	1552104	1555791	+	897.0	1	0.000	0.000	0.000	0.000
CFAP58	ENSGALT00000013711	chr6	24289113	24344371	+	4412.0	1	0.000	3.000	1.000	3.000
SPRY4	ENSGALT00000075192	chr13	17301773	17302769	-	996.0	1	0.000	0.000	0.000	0.000
ENSGALG00000009475	ENSGALT00000015427	chr2	22712260	22918757	-	2444.0	1	0.000	90.000	110.000	191.000
ELF3	ENSGALT00000000873	chr26	313618	318902	+	3356.0	1	0.000	4.000	4.000	4.000
DUSP3	ENSGALT00000087595	chr27	3491886	3500724	+	3632.0	1	0.000	40.000	35.000	33.000
MKKS	ENSGALT00000014663	chr3	13614315	13623149	+	5042.0	1	0.000	131.000	99.000	139.000
ENSGALG00000030553	ENSGALT00000079498	chr21_NT_462989v1_random	717	6129	+	3626.0	1	0.000	0.000	0.000	0.000
YBX3	ENSGALT00000072603	chr1	78318610	78343166	+	1460.0	1	0.000	92.000	82.000	164.000
THOC2	ENSGALT00000013858	chr4	15747591	15796700	+	4727.0	1	0.000	178.000	163.000	222.000
ZNF106	ENSGALT00000014776	chr5	25673553	25700485	-	7545.0	1	0.000	12.000	14.000	14.000
ENSGALG00000025432	ENSGALT00000042345	chr7	6838569	6838652	+	83.0	1	0.000	0.000	0.000	0.000
CLIP2	ENSGALT00000078175	chr19	2749696	2795240	-	5098.0	1	0.000	4.000	1.000	4.000
ENSGALG00000039773	ENSGALT00000049154	chrW_NT_463514v1_random	3405	13159	+	3596.0	1	0.000	0.000	0.000	0.000
UBE2O	ENSGALT00000003062	chr18	4419205	4468719	+	6090.0	1	0.000	36.000	26.000	25.000
ENSGALG00000045805	ENSGALT00000086004	chr27	2774901	2778975	+	1054.0	1	0.000	0.000	0.000	0.000
MXD4	ENSGALT00000025302	chr4	83427346	83463386	+	1969.0	1	0.000	157.000	145.000	170.000
ENSGALG00000030547	ENSGALT00000069232	chr23_NT_463096v1_random	5758	9942	+	3125.0	1	0.000	0.000	0.000	0.000
LEO1	ENSGALT00000048817	chr10	8987514	9001587	-	6621.0	1	0.000	45.000	31.000	40.000
ENSGALG00000046209	ENSGALT00000085094	chrUn_NT_466626v1	1800	3758	-	411.0	1	0.000	0.000	0.000	0.000
SMG6	ENSGALT00000005046	chr19	5615959	5625658	-	2393.0	1	0.000	25.000	26.000	25.000
SYF2	ENSGALT00000001893	chr23	2402806	2407364	-	3026.0	1	0.000	294.000	290.000	338.000
ENSGALG00000028380	ENSGALT00000043314	chrZ	42052979	42053074	+	95.0	1	0.000	0.000	0.000	0.000
SCIN	ENSGALT00000017516	chr2	26793309	26844874	+	6678.0	1	0.000	950.000	729.000	743.000
ENSGALG00000038539	ENSGALT00000080571	chrUn_NT_469641v1	-973	5981	-	3621.0	1	0.000	0.000	0.000	0.000
SMIM15	ENSGALT00000038768	chrZ	19017608	19094718	-	1987.0	1	0.000	113.000	93.000	118.000
ENSGALG00000040390	ENSGALT00000081704	chr1_NT_456195v1_random	11885	17962	+	4205.0	1	0.000	0.000	0.000	0.000
GDF2	ENSGALT00000009620	chr6	18011390	18014610	-	1581.0	1	0.000	0.000	0.000	0.000
BCLAF1	ENSGALT00000022585	chr3	55388152	55410404	+	4974.0	1	0.000	330.000	313.000	403.000
RBM41	ENSGALT00000007718	chr4	1905837	1910356	-	3483.0	1	0.000	78.000	93.000	103.000
OIP5	ENSGALT00000038321	chr5	24562380	24567293	-	2772.0	1	0.000	7.000	9.000	8.000
ENSGALG00000046252	ENSGALT00000087561	chr1_NT_456727v1_random	6680	8838	+	2158.0	1	0.000	0.000	0.000	0.000
RILP	ENSGALT00000004484	chr19	5338639	5344241	-	3155.0	1	0.000	135.000	185.000	195.000
ENSGALG00000027067	ENSGALT00000045767	chr1	51475822	51477420	+	777.0	1	0.000	0.000	0.000	0.000
GRHL2	ENSGALT00000067611	chr2	129435468	129485773	+	1819.0	1	0.000	0.000	0.000	0.000
CLPP	ENSGALT00000080805	chrUn_NT_471955v1	4715	9030	+	2726.0	1	0.000	0.000	0.000	0.000
ENSGALG00000030799	ENSGALT00000052632	chrUn_NT_464937v1	15027	20483	-	3286.0	1	0.000	0.000	0.000	0.000
TRIM36	ENSGALT00000049295	chrZ	78768561	78774767	-	3527.0	1	0.000	1.000	0.000	0.000
AKAP1	ENSGALT00000008944	chr19	8991139	9018756	-	8742.0	1	0.000	87.000	77.000	119.000
SST	ENSGALT00000011903	chr9	14852386	14855973	+	2730.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034864	ENSGALT00000060844	chr22	417603	418609	+	794.0	1	0.000	19.000	32.000	36.000
ENSGALG00000044524	ENSGALT00000084484	chr1	59241726	59242732	+	1006.0	1	0.000	0.000	0.000	0.000
DPH3	ENSGALT00000018327	chr2	34366543	34369370	-	1766.0	1	0.000	65.000	66.000	72.000
FAM96B	ENSGALT00000008241	chr11	11332749	11337423	+	3373.0	1	0.000	97.000	107.000	150.000
GLI2	ENSGALT00000069664	chr7	25931114	26109391	+	7325.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042860	ENSGALT00000059092	chrUn_NT_474619v1	30	3701	+	2952.0	1	0.000	0.000	0.000	0.000
ENSGALG00000027022	ENSGALT00000044301	chr1	80899509	80899607	+	98.0	1	0.000	0.000	0.000	0.000
ATG4B	ENSGALT00000085496	chr9	4782699	4802268	-	3830.0	1	0.000	124.000	80.000	121.000
NIPAL1	ENSGALT00000044428	chr4	66993587	66998001	-	1152.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044900	ENSGALT00000089914	chrUn_NT_466267v1	8201	11017	+	2735.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042819	ENSGALT00000066704	chr19	75358	75987	+	629.0	1	0.000	0.000	0.000	0.000
C9orf172	ENSGALT00000081879	chr17	1055782	1059401	-	2666.0	1	0.000	188.000	199.000	273.000
ACR	ENSGALT00000071424	chr1	103810	125279	-	1069.0	1	0.000	1.000	0.000	0.000
ENSGALG00000046452	ENSGALT00000089589	chrUn_NT_467788v1	3672	9356	+	2494.0	1	0.000	0.000	0.000	0.000
ENSGALG00000029183	ENSGALT00000058194	chrUn_NT_474001v1	2205	6588	+	2735.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044983	ENSGALT00000081434	chrZ_NT_463604v1_random	29411	35079	+	2979.0	1	0.000	0.000	0.000	0.000
ENSGALG00000033253	ENSGALT00000075675	chr6	9279253	9279581	+	300.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044503	ENSGALT00000084260	chr15	8005477	8006453	-	244.0	1	0.000	3.000	3.000	1.000
SMURF1	ENSGALT00000007417	chr14	4285693	4327213	-	4194.0	1	0.000	8.000	5.000	6.000
gga-mir-6665	ENSGALT00000044860	chr8	5227603	5229712	-	2109.0	1	0.000	13.000	5.000	15.000
ENSGALG00000046444	ENSGALT00000086962	chr18	4765934	4771867	-	1394.0	1	0.000	0.000	1.000	0.000
CORO2B	ENSGALT00000013051	chr10	19231702	19260499	+	4344.0	1	0.000	0.000	0.000	1.000
ENSGALG00000045108	ENSGALT00000085072	chr2_NT_457873v1_random	56948	59235	+	2287.0	1	0.000	0.000	0.000	0.000
LAPTM5	ENSGALT00000061051	chr23	268344	284774	-	3560.0	1	0.000	4730.000	4601.000	4576.000
CH25H	ENSGALT00000010268	chr6	19328373	19331756	-	3383.0	1	0.000	1751.000	1585.000	2135.000
LSM5	ENSGALT00000064100	chr2	48282152	48286922	+	1318.0	1	0.000	32.000	44.000	51.000
USP1	ENSGALT00000017833	chr8	27576821	27587094	+	3366.0	1	0.000	44.000	46.000	42.000
ENSGALG00000036029	ENSGALT00000069566	chr33_NT_463452v1_random	95687	98763	+	3076.0	1	0.000	0.000	0.000	0.000
CHSY1	ENSGALT00000045614	chr10	17570918	17630894	-	3043.0	1	0.000	8.000	7.000	8.000
ENSGALG00000046612	ENSGALT00000088553	chrUn_NT_465116v1	6473	9620	+	2824.0	1	0.000	0.000	0.000	0.000
ENSGALG00000040274	ENSGALT00000082954	chr1	156669379	156669936	-	375.0	1	0.000	0.000	0.000	0.000
LCT	ENSGALT00000020154	chr7	30795938	30815468	-	9389.0	1	0.000	9.000	3.000	2.000
CAMKK1	ENSGALT00000002468	chr19	3300492	3384167	+	4116.0	1	0.000	7.000	9.000	23.000
HNF4A	ENSGALT00000006810	chr20	5562388	5578996	-	3772.0	1	0.000	0.000	0.000	0.000
ZBTB17	ENSGALT00000080319	chr21	4298787	4304827	-	2836.0	1	0.000	66.000	74.000	83.000
ENSGALG00000041910	ENSGALT00000055665	chr2_NT_457954v1_random	13029	16788	+	3492.0	1	0.000	0.000	0.000	0.000
CMC1	ENSGALT00000046006	chr2	38923939	38967859	+	1443.0	1	0.000	22.000	28.000	25.000
PATL2	ENSGALT00000003397	chr10	1246940	1255264	-	4755.0	1	0.000	32.000	29.000	29.000
SNORA32	ENSGALT00000041478	chr1	185880418	185880540	+	122.0	1	0.000	0.000	0.000	0.000
ENSGALG00000036021	ENSGALT00000054115	chr4	63519899	63529231	+	610.0	1	0.000	0.000	0.000	0.000
COCH	ENSGALT00000016132	chr5	34263828	34280520	+	1804.0	1	0.000	0.000	0.000	0.000
ENSGALG00000034595	ENSGALT00000050492	chr21	6181915	6184393	-	1627.0	1	0.000	21.000	22.000	31.000
CXorf65	ENSGALT00000073100	chr4	2407922	2408746	+	510.0	1	0.000	2.000	0.000	0.000
CELF2	ENSGALT00000056367	chr1	5778492	5974445	+	1823.0	1	0.000	38.000	33.000	60.000
AKAP17A	ENSGALT00000026925	chr1	129082905	129091212	-	3545.0	1	0.000	207.000	173.000	221.000
PTAR1	ENSGALT00000024385	chrZ	34801345	34828236	-	1295.0	1	0.000	1.000	1.000	2.000
ENSGALG00000039761	ENSGALT00000061451	chr30_NT_463423v1_random	23235	29536	+	6006.0	1	0.000	0.000	0.000	0.000
ENSGALG00000044729	ENSGALT00000088999	chrUn_NT_474544v1	396	4939	+	3066.0	1	0.000	0.000	0.000	0.000
ENSGALG00000007536	ENSGALT00000012188	chr9	15052884	15055766	+	1483.0	1	0.000	4.000	2.000	0.000
MUL1	ENSGALT00000079133	chr21	4884188	4888849	-	3160.0	1	0.000	36.000	39.000	46.000
ENSGALG00000034844	ENSGALT00000065353	chr3	56969595	56971026	-	650.0	1	0.000	0.000	0.000	0.000
BTBD9	ENSGALT00000038190	chr3	29594124	29706099	+	4545.0	1	0.000	59.000	50.000	54.000
ECI2	ENSGALT00000079527	chr2	66120397	66149874	+	1431.0	1	0.000	123.000	49.000	50.000
ENSGALG00000032795	ENSGALT00000047026	chrUn_NT_468318v1	3440	7111	+	3635.0	1	0.000	0.000	0.000	0.000
SNRPD2	ENSGALT00000061285	chr32_NT_463448v1_random	154	3127	+	2235.0	1	0.000	0.000	0.000	0.000
NPC1	ENSGALT00000088119	chr2	103358367	103372094	-	1553.0	1	0.000	8.000	22.000	52.000
ENSGALG00000044282	ENSGALT00000087310	chr19_NT_462770v1_random	2231	6835	+	2723.0	1	0.000	0.000	0.000	0.000
ENSGALG00000032288	ENSGALT00000049373	chr1	57945313	57945398	+	85.0	1	0.000	0.000	0.000	0.000
SIKE1	ENSGALT00000040026	chr26	3930830	3935439	-	2084.0	1	0.000	42.000	57.000	56.000
TMEM35A	ENSGALT00000065708	chr4	2110404	2113039	-	2466.0	1	0.000	2.000	3.000	9.000
RNF141	ENSGALT00000048452	chr5	8903152	8916402	+	5413.0	1	0.000	197.000	134.000	186.000
EVA1C	ENSGALT00000061316	chr1	104968387	104988771	+	982.0	1	0.000	0.000	0.000	0.000
MRPS27	ENSGALT00000024194	chrZ	25266859	25315351	+	3398.0	1	0.000	35.000	24.000	34.000
ENSGALG00000035435	ENSGALT00000059281	chrUn_NT_472304v1	3720	8666	+	4440.0	1	0.000	0.000	0.000	0.000
CDC42EP3	ENSGALT00000017169	chr3	31854446	31855207	-	761.0	1	0.000	0.000	1.000	0.000
ENSGALG00000031241	ENSGALT00000081173	chrUn_NT_464631v1	5242	8678	+	3266.0	1	0.000	0.000	0.000	0.000
SNORD90	ENSGALT00000042078	chr17	9280201	9280316	-	115.0	1	0.000	0.000	0.000	0.000
ENSGALG00000035821	ENSGALT00000071084	chr3_NT_459110v1_random	2500	13867	+	5396.0	1	0.000	0.000	0.000	0.000
ENSGALG00000042556	ENSGALT00000058019	chrW_NT_463500v1_random	3502	6647	+	2645.0	1	0.000	0.000	0.000	0.000
UQCRQ	ENSGALT00000083921	chr13	17160886	17161925	+	870.0	1	0.000	607.000	779.000	761.000
ENSGALG00000038104	ENSGALT00000068966	chrUn_NT_464372v1	10349	14004	+	3655.0	1	0.000	0.000	0.000	0.000
ENSGALG00000031102	ENSGALT00000046367	chrUn_NT_467869v1	2547	4962	+	2311.0	1	0.000	0.000	0.000	0.000
TNFAIP6	ENSGALT00000020391	chr7	35317404	35331118	+	1753.0	1	0.000	0.000	0.000	0.000
PGM2L1	ENSGALT00000067284	chr1	196033520	196050973	+	3586.0	1	0.000	2.000	0.000	3.000
GEMIN8	ENSGALT00000076168	chr1	122783720	122810780	+	1692.0	1	0.000	18.000	19.000	22.000
ZNF143	ENSGALT00000009297	chr5	9328568	9350333	-	3806.0	1	0.000	53.000	60.000	58.000
HAT1	ENSGALT00000015508	chr7	17977542	17997855	-	3551.0	1	0.000	55.000	56.000	58.000
ENSGALG00000004254	ENSGALT00000039230	chr15	5643911	5656166	+	1781.0	1	0.000	17.000	14.000	23.000
ENSGALG00000038955	ENSGALT00000055318	chrZ_NT_463869v1_random	7959	12624	+	2488.0	1	0.000	0.000	0.000	0.000
